season,team_1,team_2,home,seed_diff,score_diff,score_1,score_2,won,pred
1992,9477,9670,0,-13,-30,54,84,0,0.087873325
1992,1455,9854,0,5,2,69,67,1,0.1630594
1992,2648,9854,0,1,-5,50,55,0,0.13800085
1992,4156,9854,0,8,-6,60,66,0,0.15554556
1992,4603,10339,0,1,23,81,58,1,0.13873003
1992,5389,10475,0,7,11,89,78,1,0.1655878
1993,7836,296,0,-13,3,64,61,1,0.061527863
1993,3533,418,0,-9,-30,64,94,0,0.12727281
1993,6289,418,0,3,6,80,74,1,0.1337133
1993,8413,418,0,-1,-6,74,80,0,0.07319227
1993,4157,596,0,13,22,94,72,1,0.14155252
1993,9960,738,0,11,20,92,72,1,0.16594368
1993,4157,1055,0,5,14,90,76,1,0.0976877
1993,8067,1055,0,-3,-9,71,80,0,0.07894553
1993,2348,1147,0,3,-5,77,82,0,0.10462996
1993,4157,1147,0,4,17,93,76,1,0.11005242
1993,4740,1147,0,-5,-2,64,66,0,0.08220328
1993,10340,1388,0,7,23,81,58,1,0.1306805
1993,1820,1456,0,-13,-27,66,93,0,0.10886095
1993,6122,1456,0,-5,-37,55,92,0,0.0981825
1993,6289,1456,0,1,7,75,68,1,0.11676876
1993,10062,1456,0,-4,-17,54,71,0,0.09843044
1993,5220,1590,0,15,32,84,52,1,0.13747363
1993,1456,1820,0,13,27,93,66,1,0.1342524
1993,4604,2124,0,9,6,76,70,1,0.10449439
1993,1147,2348,0,-3,5,82,77,1,0.15176626
1993,7548,2348,0,-11,-35,70,105,0,0.15667646
1993,6289,2552,0,15,20,85,65,1,0.18044883
1993,2886,2649,0,11,12,82,70,1,0.12872143
1993,2649,2886,0,-11,-12,70,82,0,0.13251954
1993,4272,2886,0,2,25,106,81,1,0.13052575
1993,9141,2886,0,-8,-31,63,94,0,0.14258012
1993,10232,2886,0,-4,-3,78,81,0,0.14405441
1993,5220,3022,0,11,8,72,64,1,0.14136736
1993,6088,3022,0,7,-14,68,82,0,0.13589889
1993,8247,3022,0,-1,-10,80,90,0,0.14167395
1993,8247,3242,0,-9,15,93,78,1,0.11211953
1993,418,3533,0,9,30,94,64,1,0.119328074
1993,4488,3753,0,-5,-3,72,75,0,0.12089701
1993,9960,3753,0,3,17,85,68,1,0.1155554
1993,4157,3826,0,-1,6,83,77,1,0.090879135
1993,4604,3826,0,-3,-13,69,82,0,0.09363565
1993,10726,3826,0,-15,-43,54,97,0,0.092924856
1993,10794,3826,0,-8,-3,70,73,0,0.073525034
1993,9478,3928,0,-9,-13,69,82,0,0.11611365
1993,10340,3928,0,-1,6,84,78,1,0.1173753
1993,9410,3962,0,-1,11,81,70,1,0.16950762
1993,596,4157,0,-13,-22,72,94,0,0.12051318
1993,1055,4157,0,-5,-14,76,90,0,0.15420237
1993,1147,4157,0,-4,-17,76,93,0,0.14470598
1993,3826,4157,0,1,-6,77,83,0,0.15943152
1993,6289,4157,0,1,10,78,68,1,0.15884922
1993,9141,4191,0,-5,2,55,53,1,0.13817818
1993,2886,4272,0,-2,-25,81,106,0,0.13131742
1993,5220,4272,0,0,3,81,78,1,0.14612578
1993,7399,4272,0,-15,-44,52,96,0,0.10714683
1993,9773,4272,0,-7,-21,62,83,0,0.1267835
1993,10340,4272,0,-4,-34,69,103,0,0.12282481
1993,3753,4488,0,5,3,75,72,1,0.13104331
1993,2124,4604,0,-9,-6,70,76,0,0.14750265
1993,3826,4604,0,3,13,82,69,1,0.15584242
1993,6706,4604,0,-1,-15,63,78,0,0.12975308
1993,1147,4740,0,5,2,66,64,1,0.1809668
1993,10062,4813,0,5,12,78,66,1,0.15477611
1993,6706,4881,0,7,12,74,62,1,0.12574993
1993,6906,4983,0,-11,-4,50,54,0,0.11992521
1993,10062,4983,0,-3,15,71,56,1,0.12825808
1993,10232,5085,0,3,3,55,52,1,0.13456489
1993,1590,5220,0,-15,-32,52,84,0,0.11788968
1993,3022,5220,0,-11,-8,64,72,0,0.1148992
1993,4272,5220,0,0,-3,78,81,0,0.111244634
1993,6289,5220,0,0,6,77,71,1,0.14481457
1993,8754,5220,0,-6,-5,72,77,0,0.12111507
1993,9410,5220,0,-8,-2,84,86,0,0.1137245
1993,8754,5390,0,3,14,75,61,1,0.15226074
1993,6122,5986,0,3,14,93,79,1,0.1400213
1993,3022,6088,0,-7,14,82,68,1,0.122019395
1993,1456,6122,0,5,37,92,55,1,0.14815621
1993,5986,6122,0,-3,-14,79,93,0,0.11602304
1993,10794,6156,0,-1,18,73,55,1,0.05723691
1993,418,6289,0,-3,-6,74,80,0,0.11094229
1993,1456,6289,0,-1,-7,68,75,0,0.123956084
1993,2552,6289,0,-15,-20,65,85,0,0.07504831
1993,4157,6289,0,-1,-10,68,78,0,0.09163731
1993,5220,6289,0,0,-6,71,77,0,0.102416255
1993,7297,6289,0,-7,-45,67,112,0,0.08032719
1993,4604,6706,0,1,15,78,63,1,0.1276051
1993,4881,6706,0,-7,-12,62,74,0,0.1306796
1993,4983,6906,0,11,4,54,50,1,0.13577482
1993,9773,7008,0,1,21,86,65,1,0.12934905
1993,7297,7209,0,1,6,74,68,1,0.1251999
1993,6289,7297,0,7,45,112,67,1,0.17357549
1993,7209,7297,0,-1,-6,68,74,0,0.13911222
1993,4272,7399,0,15,44,96,52,1,0.16199693
1993,2348,7548,0,11,35,105,70,1,0.09823668
1993,296,7836,0,13,-3,61,64,0,0.19386831
1993,8754,7836,0,8,11,68,57,1,0.16415039
1993,8822,7967,0,-13,-22,59,81,0,0.12660088
1993,10232,7967,0,-5,4,72,68,1,0.14604974
1993,1055,8067,0,3,9,80,71,1,0.1786055
1993,3022,8247,0,1,10,90,80,1,0.114500016
1993,3242,8247,0,9,-15,78,93,0,0.1371985
1993,418,8413,0,1,6,80,74,1,0.18974331
1993,8992,8413,0,-7,-18,67,85,0,0.14111254
1993,5220,8754,0,6,5,77,72,1,0.13327402
1993,5390,8754,0,-3,-14,61,75,0,0.10935343
1993,7836,8754,0,-8,-11,57,68,0,0.10022191
1993,9960,8754,0,4,-8,59,67,0,0.12714143
1993,7967,8822,0,13,22,81,59,1,0.13749333
1993,8413,8992,0,7,18,85,67,1,0.13651167
1993,2886,9141,0,8,31,94,63,1,0.11562211
1993,4191,9141,0,5,-2,53,55,0,0.11900291
1993,3962,9410,0,1,-11,70,81,0,0.100054145
1993,5220,9410,0,8,2,86,84,1,0.14289689
1993,3928,9478,0,9,13,82,69,1,0.14741158
1993,4272,9773,0,7,21,83,62,1,0.13642912
1993,7008,9773,0,-1,-21,65,86,0,0.13445872
1993,738,9960,0,-11,-20,72,92,0,0.09929894
1993,3753,9960,0,-3,-17,68,85,0,0.13799833
1993,8754,9960,0,-4,8,67,59,1,0.12909998
1993,1456,10062,0,4,17,71,54,1,0.14783338
1993,4813,10062,0,-5,-12,66,78,0,0.104558595
1993,4983,10062,0,3,-15,56,71,0,0.12492506
1993,2886,10232,0,4,3,81,78,1,0.11370251
1993,5085,10232,0,-3,-3,52,55,0,0.12099069
1993,7967,10232,0,5,-4,68,72,0,0.11217006
1993,1388,10340,0,-7,-23,58,81,0,0.13555016
1993,3928,10340,0,1,-6,78,84,0,0.14576887
1993,4272,10340,0,4,34,103,69,1,0.14158352
1993,3826,10726,0,15,43,97,54,1,0.1567679
1993,3826,10794,0,8,3,73,70,1,0.18202733
1993,6156,10794,0,1,-18,55,73,0,0.19453698
1994,7176,82,0,1,-6,70,76,0,0.11342792
1994,7210,82,0,8,10,83,73,1,0.09452894
1994,419,297,0,1,9,91,82,1,0.13821353
1994,4605,297,0,-1,-12,70,82,0,0.1311934
1994,4673,297,0,-13,-26,55,81,0,0.087252036
1994,5391,297,0,1,-20,72,92,0,0.11616034
1994,10063,297,0,-5,-13,58,71,0,0.110595375
1994,297,419,0,-1,-9,82,91,0,0.10747627
1994,2349,419,0,-1,-4,72,76,0,0.08228262
1994,3141,419,0,-8,-12,73,85,0,0.05777137
1994,5221,419,0,-2,-8,68,76,0,0.11009665
1994,5893,419,0,-15,-15,79,94,0,0.08948225
1994,9176,419,0,-11,-19,84,103,0,0.07522592
1994,4605,739,0,11,9,67,58,1,0.19289365
1994,2788,773,0,6,8,74,66,1,0.16987002
1994,3827,773,0,4,-9,68,77,0,0.15398343
1994,6290,773,0,8,-3,72,75,0,0.14528386
1994,10409,773,0,1,-3,64,67,0,0.16350219
1994,10511,1148,0,-7,4,61,57,1,0.13097574
1994,4158,1389,0,9,29,102,73,1,0.11784123
1994,10673,1457,0,-1,8,80,72,1,0.090592116
1994,10341,1618,0,7,10,68,58,1,0.084890455
1994,2788,1788,0,-1,9,69,60,1,0.10898848
1994,3023,1788,0,-8,-12,63,75,0,0.08559567
1994,7400,1788,0,-13,-18,46,64,0,0.09109632
1994,8755,2315,0,9,22,61,39,1,0.15255806
1994,419,2349,0,1,4,76,72,1,0.17101678
1994,2788,2349,0,-1,-5,65,70,0,0.15929481
1994,4882,2349,0,-4,-10,49,59,0,0.13567638
1994,5255,2349,0,-5,-11,74,85,0,0.11087109
1994,7210,2349,0,1,-9,60,69,0,0.1351642
1994,9244,2349,0,-13,-12,70,82,0,0.12911785
1994,773,2788,0,-6,-8,66,74,0,0.08942312
1994,1788,2788,0,1,-9,60,69,0,0.13618156
1994,2349,2788,0,1,5,70,65,1,0.09754513
1994,4124,2788,0,-11,-2,62,64,0,0.08583501
1994,6907,2788,0,-8,-12,58,70,0,0.098270446
1994,1788,3023,0,8,12,75,63,1,0.16664003
1994,9278,3023,0,3,-5,46,51,0,0.13771743
1994,419,3141,0,8,12,85,73,1,0.2029315
1994,3754,3141,0,1,-7,77,84,0,0.16552666
1994,8671,3447,0,9,14,92,78,1,0.17378563
1994,3141,3754,0,-1,7,84,77,1,0.10647411
1994,773,3827,0,-4,9,77,68,1,0.11010815
1994,6604,3827,0,-7,-12,72,84,0,0.14591242
1994,8755,3827,0,1,-9,58,67,0,0.13662523
1994,2788,4124,0,11,2,64,62,1,0.1745419
1994,1389,4158,0,-9,-29,73,102,0,0.13418779
1994,7210,4158,0,3,5,83,78,1,0.111954704
1994,10341,4158,0,-1,-11,58,69,0,0.11457059
1994,4882,4273,0,-3,12,75,63,1,0.111100614
1994,8823,4273,0,-11,-13,70,83,0,0.09259614
1994,6290,4439,0,15,20,71,51,1,0.13846444
1994,297,4605,0,1,12,82,70,1,0.11661679
1994,739,4605,0,-11,-9,58,67,0,0.06922956
1994,5289,4605,0,-3,-5,55,60,0,0.106019735
1994,297,4673,0,13,26,81,55,1,0.17383039
1994,2349,4882,0,4,10,59,49,1,0.12829736
1994,4273,4882,0,3,-12,63,75,0,0.14717212
1994,9445,4882,0,-5,-22,59,81,0,0.14197053
1994,4984,4950,0,8,-8,87,95,0,0.11430376
1994,5221,4950,0,7,7,78,71,1,0.1330003
1994,8482,4950,0,3,-8,66,74,0,0.12050714
1994,4950,4984,0,-8,8,95,87,1,0.14155486
1994,8959,4984,0,-13,-18,60,78,0,0.11421141
1994,419,5221,0,2,8,76,68,1,0.13480169
1994,4950,5221,0,-7,-7,71,78,0,0.11721115
1994,6975,5221,0,-11,-4,74,78,0,0.07534723
1994,8891,5221,0,-3,-5,79,84,0,0.12680313
1994,2349,5255,0,5,11,85,74,1,0.16059494
1994,7968,5255,0,-3,-11,73,84,0,0.16614595
1994,4605,5289,0,3,5,60,55,1,0.14499123
1994,7549,5289,0,-5,-14,60,74,0,0.12124812
1994,297,5391,0,-1,20,92,72,1,0.1361905
1994,5859,5391,0,-15,-23,53,76,0,0.10427018
1994,8671,5391,0,-3,-10,88,98,0,0.13557395
1994,10673,5391,0,-8,-13,96,109,0,0.08970575
1994,5391,5859,0,15,23,76,53,1,0.15772198
1994,419,5893,0,15,15,94,79,1,0.16164254
1994,6907,5987,0,-5,10,90,80,1,0.11432922
1994,10063,6089,0,3,3,57,54,1,0.12025043
1994,6707,6123,0,9,10,65,55,1,0.08511139
1994,773,6290,0,-8,3,75,72,1,0.12143538
1994,4439,6290,0,-15,-20,51,71,0,0.12667286
1994,3827,6604,0,7,12,84,72,1,0.10736471
1994,6123,6707,0,-9,-10,55,65,0,0.17549643
1994,9176,6707,0,-8,2,82,80,1,0.14163363
1994,2788,6907,0,8,12,70,58,1,0.15835042
1994,5987,6907,0,5,-10,80,90,0,0.14601691
1994,5221,6975,0,11,4,78,74,1,0.18750896
1994,82,7176,0,-1,6,76,70,1,0.13556576
1994,82,7210,0,-8,-10,73,83,0,0.16017306
1994,2349,7210,0,-1,9,69,60,1,0.12896423
1994,4158,7210,0,-3,-5,78,83,0,0.14678967
1994,9377,7210,0,-15,-31,67,98,0,0.11434084
1994,1788,7400,0,13,18,64,46,1,0.15947795
1994,5289,7549,0,5,14,74,60,1,0.13693431
1994,5255,7968,0,3,11,84,73,1,0.10364343
1994,4950,8482,0,-3,8,74,66,1,0.13347779
1994,3447,8671,0,-9,-14,78,92,0,0.087615654
1994,5391,8671,0,3,10,98,88,1,0.11696311
1994,10511,8671,0,-8,-5,59,64,0,0.123299055
1994,2315,8755,0,-9,-22,39,61,0,0.10722026
1994,3827,8755,0,-1,9,67,58,1,0.11945704
1994,4273,8823,0,11,13,83,70,1,0.17126575
1994,5221,8891,0,3,5,84,79,1,0.12051113
1994,10233,8891,0,-5,-14,77,91,0,0.078632765
1994,4984,8959,0,13,18,78,60,1,0.14990613
1994,419,9176,0,11,19,103,84,1,0.1802049
1994,6707,9176,0,8,-2,80,82,0,0.12920223
1994,9411,9176,0,7,-10,102,112,0,0.15608884
1994,2349,9244,0,13,12,82,70,1,0.13683687
1994,3023,9278,0,-3,5,51,46,1,0.12325418
1994,7210,9377,0,15,31,98,67,1,0.1542045
1994,9176,9411,0,-7,10,112,102,1,0.10662609
1994,4882,9445,0,5,22,81,59,1,0.11787331
1994,297,10063,0,5,13,71,58,1,0.14343633
1994,6089,10063,0,-3,-3,54,57,0,0.13602102
1994,8891,10233,0,5,14,91,77,1,0.18133059
1994,1618,10341,0,-7,-10,58,68,0,0.16617872
1994,4158,10341,0,1,11,69,58,1,0.14338368
1994,773,10409,0,-1,3,67,64,1,0.09771431
1994,1148,10511,0,7,-4,57,61,0,0.12142841
1994,8671,10511,0,8,5,64,59,1,0.12732428
1994,1457,10673,0,1,-8,72,80,0,0.17600477
1994,5391,10673,0,8,13,109,96,1,0.17668551
1995,6708,83,0,1,14,66,52,1,0.10208717
1995,6908,83,0,-7,-6,85,91,0,0.13261032
1995,5188,298,0,-7,9,71,62,1,0.12287628
1995,598,332,0,-7,-15,66,81,0,0.122516625
1995,4274,332,0,4,24,97,73,1,0.1471855
1995,4815,332,0,-8,-10,54,64,0,0.14205274
1995,5087,420,0,-4,-5,91,96,0,0.100014284
1995,6291,420,0,0,-7,68,75,0,0.08629958
1995,8672,420,0,-5,-2,94,96,0,0.07436463
1995,9245,420,0,-13,-1,78,79,0,0.12185028
1995,9412,420,0,1,11,89,78,1,0.101729006
1995,10064,420,0,-2,-7,61,68,0,0.07502761
1995,332,598,0,7,15,81,66,1,0.12937735
1995,9143,1057,0,-1,6,76,70,1,0.13301381
1995,8585,1356,0,-3,2,70,68,1,0.11396016
1995,1789,1390,0,13,29,100,71,1,0.15102881
1995,1789,1458,0,5,5,96,91,1,0.13186778
1995,8756,1458,0,-3,-6,71,77,0,0.08903526
1995,4159,1653,0,15,14,82,68,1,0.11448203
1995,1390,1789,0,-13,-29,71,100,0,0.10360509
1995,1458,1789,0,-5,-5,91,96,0,0.1183212
1995,4951,1789,0,-1,-10,89,99,0,0.120263785
1995,9412,1789,0,1,6,102,96,1,0.11038755
1995,6708,2316,0,9,24,73,49,1,0.12933981
1995,3964,2789,0,3,3,64,61,1,0.12992375
1995,9412,2854,0,15,36,92,56,1,0.15498607
1995,6291,3142,0,4,10,74,64,1,0.09934589
1995,10444,3142,0,-8,-2,51,53,0,0.086644314
1995,10796,3142,0,-5,-5,63,68,0,0.101693384
1995,4951,3278,0,11,24,87,63,1,0.16815622
1995,9177,3755,0,5,6,68,62,1,0.15347359
1995,5392,3828,0,1,5,65,60,1,0.13067257
1995,2789,3964,0,-3,-3,61,64,0,0.13506345
1995,6291,3964,0,5,22,73,51,1,0.13213854
1995,1653,4159,0,-15,-14,68,82,0,0.13918766
1995,10064,4159,0,-3,9,67,58,1,0.10200621
1995,10234,4159,0,-7,-5,70,75,0,0.13721724
1995,332,4274,0,-4,-24,73,97,0,0.09725739
1995,5691,4274,0,-15,-46,67,113,0,0.060299143
1995,6291,4274,0,-1,13,74,61,1,0.0722843
1995,9143,4274,0,-8,-22,60,82,0,0.065853715
1995,9775,4490,0,9,12,76,64,1,0.18072893
1995,5087,4606,0,5,21,77,56,1,0.17216136
1995,332,4815,0,8,10,64,54,1,0.10394049
1995,6674,4815,0,9,-10,67,77,0,0.10912831
1995,1789,4951,0,1,10,99,89,1,0.12933846
1995,3278,4951,0,-11,-24,63,87,0,0.092555955
1995,8892,4951,0,-8,-14,68,82,0,0.10599597
1995,6708,4985,0,-2,14,68,54,1,0.11534958
1995,8551,4985,0,-13,-17,51,68,0,0.10298483
1995,8585,4985,0,-8,-22,53,75,0,0.13534105
1995,9177,4985,0,-4,-25,51,76,0,0.14513847
1995,420,5087,0,4,5,96,91,1,0.15108034
1995,4606,5087,0,-5,-21,56,77,0,0.09566972
1995,7211,5087,0,3,-2,73,75,0,0.123460665
1995,298,5188,0,7,-9,62,71,0,0.13090938
1995,10064,5188,0,8,6,60,54,1,0.09754117
1995,10234,5222,0,1,6,82,76,1,0.14829578
1995,10444,5256,0,-11,7,79,72,1,0.057686575
1995,8483,5290,0,-1,3,64,61,1,0.13488957
1995,7838,5358,0,-7,-8,67,75,0,0.09864591
1995,9412,5358,0,4,19,86,67,1,0.10271174
1995,9775,5358,0,1,-14,64,78,0,0.13020274
1995,3828,5392,0,-1,-5,60,65,0,0.11893703
1995,9412,5392,0,7,1,75,74,1,0.10965091
1995,4274,5691,0,15,46,113,67,1,0.19530676
1995,6291,5759,0,13,10,80,70,1,0.137111
1995,10342,5894,0,15,32,79,47,1,0.15627706
1995,10064,6224,0,9,24,96,72,1,0.069785915
1995,420,6291,0,0,7,75,68,1,0.1689375
1995,3142,6291,0,-4,-10,64,74,0,0.15891762
1995,3964,6291,0,-5,-22,51,73,0,0.13373211
1995,4274,6291,0,1,-13,61,74,0,0.17970155
1995,5759,6291,0,-13,-10,70,80,0,0.12991315
1995,4815,6674,0,-9,10,77,67,1,0.13529795
1995,83,6708,0,-1,-14,52,66,0,0.1571914
1995,2316,6708,0,-9,-24,49,73,0,0.13626073
1995,4985,6708,0,2,-14,54,68,0,0.14700556
1995,9412,6708,0,3,13,74,61,1,0.14939371
1995,10342,6708,0,3,-5,66,71,0,0.16188955
1995,9177,6742,0,8,12,64,52,1,0.18286592
1995,10030,6742,0,11,-8,81,89,0,0.16791251
1995,8892,6806,0,-5,17,90,73,1,0.123558894
1995,83,6908,0,7,6,91,85,1,0.11744892
1995,5087,7211,0,-3,2,75,73,1,0.13597631
1995,10512,7211,0,-11,-1,48,49,0,0.14789811
1995,8672,7550,0,3,4,96,92,1,0.0754675
1995,5358,7838,0,7,8,75,67,1,0.15338683
1995,5290,8483,0,1,-3,61,64,0,0.13145606
1995,10342,8483,0,8,5,64,59,1,0.16056727
1995,4985,8551,0,13,17,68,51,1,0.16310501
1995,1356,8585,0,3,-2,68,70,0,0.13739681
1995,4985,8585,0,8,22,75,53,1,0.1209758
1995,420,8672,0,5,2,96,94,1,0.18447733
1995,7550,8672,0,-3,-4,92,96,0,0.18363029
1995,1458,8756,0,3,6,77,71,1,0.17409103
1995,4951,8892,0,8,14,82,68,1,0.15065673
1995,6806,8892,0,5,-17,73,90,0,0.13716799
1995,1057,9143,0,1,-6,70,76,0,0.13649395
1995,4274,9143,0,8,22,82,60,1,0.18807447
1995,3755,9177,0,-5,-6,62,68,0,0.10181756
1995,4985,9177,0,4,25,76,51,1,0.108219124
1995,6742,9177,0,-8,-12,52,64,0,0.07924357
1995,420,9245,0,13,1,79,78,1,0.122648925
1995,420,9412,0,-1,-11,78,89,0,0.14884771
1995,1789,9412,0,-1,-6,96,102,0,0.14219774
1995,2854,9412,0,-15,-36,56,92,0,0.10794505
1995,5358,9412,0,-4,-19,67,86,0,0.14809296
1995,5392,9412,0,-7,-1,74,75,0,0.1427635
1995,6708,9412,0,-3,-13,61,74,0,0.112240106
1995,4490,9775,0,-9,-12,64,76,0,0.07349317
1995,5358,9775,0,-1,14,78,64,1,0.11229846
1995,6742,10030,0,-11,8,89,81,1,0.098713554
1995,420,10064,0,2,7,68,61,1,0.1836141
1995,4159,10064,0,3,-9,58,67,0,0.16289389
1995,5188,10064,0,-8,-6,54,60,0,0.16632316
1995,6224,10064,0,-9,-24,72,96,0,0.18763985
1995,4159,10234,0,7,5,75,70,1,0.1170476
1995,5222,10234,0,-1,-6,76,82,0,0.10853903
1995,5894,10342,0,-15,-32,47,79,0,0.10028049
1995,6708,10342,0,-3,5,71,66,1,0.09596997
1995,8483,10342,0,-8,-5,59,64,0,0.09698552
1995,3142,10444,0,8,2,53,51,1,0.17545563
1995,5256,10444,0,11,-7,72,79,0,0.19769585
1995,7211,10512,0,11,1,49,48,1,0.107937984
1995,3142,10796,0,5,5,68,63,1,0.15586108
1996,3931,299,0,-3,-14,73,87,0,0.123686954
1996,4160,299,0,1,3,83,80,1,0.14609298
1996,9929,299,0,-11,-39,51,90,0,0.14249124
1996,4884,421,0,8,-9,56,65,0,0.15284747
1996,4986,421,0,11,16,79,63,1,0.16713613
1996,6943,421,0,7,-6,80,86,0,0.15584305
1996,3245,565,0,11,11,90,79,1,0.12543856
1996,3245,775,0,8,14,103,89,1,0.09947244
1996,3829,775,0,5,-13,51,64,0,0.11922817
1996,8586,877,0,-1,8,66,58,1,0.15425634
1996,3965,1150,0,7,10,74,64,1,0.16727741
1996,9776,1218,0,9,29,72,43,1,0.12374263
1996,3245,1459,0,-1,-17,70,87,0,0.069351904
1996,5359,1459,0,-3,10,73,63,1,0.10028222
1996,8757,1459,0,-5,-13,65,78,0,0.072151266
1996,9572,1459,0,-13,-5,61,66,0,0.09561478
1996,3177,1527,0,1,7,81,74,1,0.14188404
1996,1790,1654,0,15,9,68,59,1,0.17867649
1996,1654,1790,0,-15,-9,59,68,0,0.083836734
1996,2487,1790,0,-8,-14,81,95,0,0.10214755
1996,5359,1790,0,-4,5,60,55,1,0.13449809
1996,5088,2317,0,7,-12,63,75,0,0.1143852
1996,8673,2317,0,8,11,69,58,1,0.07886955
1996,2487,2351,0,-1,15,75,60,1,0.15269393
1996,1790,2487,0,8,14,95,81,1,0.154835
1996,2351,2487,0,1,-15,60,75,0,0.1160142
1996,3931,3025,0,5,2,81,79,1,0.08219364
1996,4986,3143,0,1,24,86,62,1,0.12553129
1996,5662,3143,0,-13,-37,56,93,0,0.09382982
1996,6091,3143,0,-5,-11,62,73,0,0.093929574
1996,8995,3143,0,-1,-8,90,98,0,0.13067389
1996,1527,3177,0,-1,-7,74,81,0,0.124165915
1996,7212,3177,0,7,-7,69,76,0,0.14775524
1996,8673,3177,0,4,2,83,81,1,0.12537804
1996,565,3245,0,-11,-11,79,90,0,0.13618854
1996,775,3245,0,-8,-14,89,103,0,0.15613112
1996,1459,3245,0,1,17,87,70,1,0.1792644
1996,775,3829,0,-5,13,64,51,1,0.13040829
1996,299,3931,0,3,14,87,73,1,0.14187111
1996,3025,3931,0,-5,-2,79,81,0,0.17373894
1996,1150,3965,0,-7,-10,64,74,0,0.10016196
1996,9776,3965,0,1,6,73,67,1,0.1465755
1996,299,4160,0,-1,-3,80,83,0,0.11269748
1996,7504,4160,0,-13,-38,54,92,0,0.15026417
1996,7839,4160,0,-8,-25,51,76,0,0.09831236
1996,8673,4160,0,-2,3,60,57,1,0.10529742
1996,6091,4194,0,3,21,69,48,1,0.17087194
1996,4986,4275,0,0,-7,74,81,0,0.10975629
1996,7771,4275,0,-15,-38,72,110,0,0.042333364
1996,8673,4275,0,-3,-9,67,76,0,0.066165335
1996,9776,4275,0,-3,-31,70,101,0,0.09833771
1996,10099,4275,0,-8,-24,60,84,0,0.10994743
1996,10343,4275,0,-1,-20,63,83,0,0.087946355
1996,9178,4607,0,-5,-2,80,82,0,0.15790033
1996,10031,4607,0,3,-4,64,68,0,0.17022969
1996,10343,4607,0,4,1,60,59,1,0.15890156
1996,421,4884,0,-8,9,65,56,1,0.10356063
1996,5490,4884,0,-9,-24,44,68,0,0.10410272
1996,7839,4952,0,-3,12,91,79,1,0.13698453
1996,421,4986,0,-11,-16,63,79,0,0.084956154
1996,3143,4986,0,-1,-24,62,86,0,0.116909645
1996,4275,4986,0,0,7,81,74,1,0.12902522
1996,8586,4986,0,-8,-5,74,79,0,0.11247854
1996,9379,4986,0,-15,-22,70,92,0,0.033464625
1996,2317,5088,0,-7,12,75,63,1,0.12978247
1996,8893,5223,0,-3,4,80,76,1,0.13212752
1996,1459,5359,0,3,-10,63,73,0,0.13899176
1996,1790,5359,0,4,-5,55,60,0,0.11271319
1996,7144,5359,0,-8,-22,41,63,0,0.1095773
1996,8673,5359,0,1,8,77,69,1,0.083623245
1996,9895,5359,0,-7,-7,51,58,0,0.11441088
1996,4884,5490,0,9,24,68,44,1,0.15214163
1996,8673,5558,0,9,33,88,55,1,0.101370305
1996,3143,5662,0,13,37,93,56,1,0.15818635
1996,8995,5821,0,11,1,74,73,1,0.16981924
1996,3143,6091,0,5,11,73,62,1,0.15805647
1996,4194,6091,0,-3,-21,48,69,0,0.09896293
1996,6292,6159,0,5,21,83,62,1,0.15379399
1996,6159,6292,0,-5,-21,62,83,0,0.11428126
1996,8995,6292,0,3,19,92,73,1,0.17231332
1996,8757,6675,0,3,18,61,43,1,0.13292094
1996,421,6943,0,-7,6,86,80,1,0.09966025
1996,10031,7045,0,11,34,92,58,1,0.18628165
1996,5359,7144,0,8,22,63,41,1,0.13858116
1996,9413,7144,0,9,-2,41,43,0,0.1443657
1996,3177,7212,0,-7,7,76,69,1,0.11116971
1996,10167,7212,0,-15,-2,71,73,0,0.11930788
1996,4160,7504,0,13,38,92,54,1,0.09717952
1996,4275,7771,0,15,38,110,72,1,0.21681282
1996,4160,7839,0,8,25,76,51,1,0.16482304
1996,4952,7839,0,3,-12,79,91,0,0.13512193
1996,877,8586,0,1,-8,58,66,0,0.09921446
1996,4986,8586,0,8,5,79,74,1,0.13130078
1996,2317,8673,0,-8,-11,58,69,0,0.17602542
1996,3177,8673,0,-4,-2,81,83,0,0.1403058
1996,4160,8673,0,2,-3,57,60,0,0.15572819
1996,4275,8673,0,3,9,76,67,1,0.18578255
1996,5359,8673,0,-1,-8,69,77,0,0.17237447
1996,5558,8673,0,-9,-33,55,88,0,0.1587443
1996,1459,8757,0,5,13,78,65,1,0.17561951
1996,6675,8757,0,-3,-18,43,61,0,0.12894697
1996,5223,8893,0,3,-4,76,80,0,0.12482193
1996,10343,8893,0,8,3,65,62,1,0.13048859
1996,3143,8995,0,1,8,98,90,1,0.11021375
1996,5821,8995,0,-11,-1,73,74,0,0.08014922
1996,6292,8995,0,-3,-19,73,92,0,0.078233704
1996,4607,9178,0,5,2,82,80,1,0.10423108
1996,4986,9379,0,15,22,92,70,1,0.23418038
1996,7144,9413,0,-9,2,43,41,1,0.102045566
1996,10343,9481,0,13,12,62,50,1,0.17508031
1996,1459,9572,0,13,5,66,61,1,0.14506897
1996,1218,9776,0,-9,-29,43,72,0,0.12438113
1996,3965,9776,0,-1,-6,67,73,0,0.10684497
1996,4275,9776,0,3,31,101,70,1,0.1438927
1996,5359,9895,0,7,7,58,51,1,0.1322876
1996,299,9929,0,11,39,90,51,1,0.11738712
1996,4607,10031,0,-3,4,68,64,1,0.088177726
1996,7045,10031,0,-11,-34,58,92,0,0.07584944
